trial_id,attack_type,n_points,perturbation_pct,magnitude_uv,orig_pred,pert_pred,misclassified,snr_db,trial_range_uv
37,random,1,10.0,3.69,0,0,0,30.44,36.92
37,random,1,15.0,5.54,0,0,0,26.92,36.92
37,random,1,20.0,7.38,0,0,0,24.42,36.92
37,random,2,5.0,1.85,0,0,0,33.45,36.92
37,random,2,10.0,3.69,0,0,0,27.43,36.92
37,random,2,15.0,5.54,0,0,0,23.91,36.92
37,random,2,20.0,7.38,0,0,0,21.41,36.92
37,targeted,1,5.0,1.85,0,0,0,49.89,36.92
37,targeted,1,10.0,3.69,0,0,0,43.87,36.92
37,targeted,1,15.0,5.54,0,0,0,40.34,36.92
37,targeted,1,20.0,7.38,0,0,0,37.85,36.92
37,targeted,2,5.0,1.85,0,0,0,46.88,36.92
37,targeted,2,10.0,3.69,0,0,0,40.86,36.92
37,targeted,2,15.0,5.54,0,0,0,37.33,36.92
37,targeted,2,20.0,7.38,0,0,0,34.84,36.92
38,random,1,5.0,1.66,0,2,1,37.01,33.2
38,random,1,10.0,3.32,0,0,0,30.99,33.2
38,random,1,15.0,4.98,0,0,0,27.46,33.2
38,random,1,20.0,6.64,0,2,1,24.97,33.2
38,random,2,5.0,1.66,0,0,0,34.0,33.2
38,random,2,10.0,3.32,0,2,1,27.98,33.2
38,random,2,15.0,4.98,0,2,1,24.45,33.2
38,random,2,20.0,6.64,0,2,1,21.96,33.2
38,targeted,1,5.0,1.66,0,2,1,50.43,33.2
38,targeted,1,10.0,3.32,0,2,1,44.41,33.2
38,targeted,1,15.0,4.98,0,2,1,40.89,33.2
38,targeted,1,20.0,6.64,0,2,1,38.39,33.2
38,targeted,2,5.0,1.66,0,2,1,47.42,33.2
38,targeted,2,10.0,3.32,0,2,1,41.4,33.2
38,targeted,2,15.0,4.98,0,2,1,37.88,33.2
38,targeted,2,20.0,6.64,0,2,1,35.38,33.2
39,random,1,5.0,1.79,0,0,0,36.78,35.71
39,random,1,10.0,3.57,0,0,0,30.76,35.71
39,random,1,15.0,5.36,0,0,0,27.24,35.71
39,random,1,20.0,7.14,0,0,0,24.74,35.71
39,random,2,5.0,1.79,0,0,0,33.77,35.71
39,random,2,10.0,3.57,0,0,0,27.75,35.71
39,random,2,15.0,5.36,0,0,0,24.23,35.71
39,random,2,20.0,7.14,0,0,0,21.73,35.71
39,targeted,1,5.0,1.79,0,0,0,50.2,35.71
39,targeted,1,10.0,3.57,0,0,0,44.18,35.71
39,targeted,1,15.0,5.36,0,0,0,40.66,35.71
39,targeted,1,20.0,7.14,0,0,0,38.16,35.71
39,targeted,2,5.0,1.79,0,0,0,47.19,35.71
39,targeted,2,10.0,3.57,0,0,0,41.17,35.71
39,targeted,2,15.0,5.36,0,2,1,37.65,35.71
39,targeted,2,20.0,7.14,0,2,1,35.15,35.71
40,random,1,5.0,2.73,1,1,0,32.72,54.64
40,random,1,10.0,5.46,1,1,0,26.7,54.64
40,random,1,15.0,8.2,1,1,0,23.18,54.64
40,random,1,20.0,10.93,1,1,0,20.68,54.64
40,random,2,5.0,2.73,1,1,0,29.71,54.64
40,random,2,10.0,5.46,1,1,0,23.69,54.64
40,random,2,15.0,8.2,1,1,0,20.17,54.64
40,random,2,20.0,10.93,1,1,0,17.67,54.64
40,targeted,1,5.0,2.73,1,1,0,46.15,54.64
40,targeted,1,10.0,5.46,1,1,0,40.13,54.64
40,targeted,1,15.0,8.2,1,1,0,36.61,54.64
40,targeted,1,20.0,10.93,1,1,0,34.11,54.64
40,targeted,2,5.0,2.73,1,1,0,43.14,54.64
40,targeted,2,10.0,5.46,1,1,0,37.12,54.64
40,targeted,2,15.0,8.2,1,1,0,33.6,54.64
40,targeted,2,20.0,10.93,1,1,0,31.1,54.64
41,random,1,5.0,1.91,2,2,0,35.92,38.18
41,random,1,10.0,3.82,2,2,0,29.9,38.18
41,random,1,15.0,5.73,2,2,0,26.38,38.18
41,random,1,20.0,7.64,2,2,0,23.88,38.18
41,random,2,5.0,1.91,2,2,0,32.91,38.18
41,random,2,10.0,3.82,2,2,0,26.89,38.18
41,random,2,15.0,5.73,2,2,0,23.37,38.18
41,random,2,20.0,7.64,2,2,0,20.87,38.18
41,targeted,1,5.0,1.91,2,2,0,49.35,38.18
41,targeted,1,10.0,3.82,2,2,0,43.33,38.18
41,targeted,1,15.0,5.73,2,2,0,39.81,38.18
41,targeted,1,20.0,7.64,2,2,0,37.31,38.18
41,targeted,2,5.0,1.91,2,2,0,46.34,38.18
41,targeted,2,10.0,3.82,2,2,0,40.32,38.18
41,targeted,2,15.0,5.73,2,2,0,36.8,38.18
41,targeted,2,20.0,7.64,2,2,0,34.3,38.18
42,random,1,5.0,1.59,1,1,0,36.77,31.8
42,random,1,10.0,3.18,1,1,0,30.75,31.8
42,random,1,15.0,4.77,1,1,0,27.23,31.8
42,random,1,20.0,6.36,1,1,0,24.73,31.8
42,random,2,5.0,1.59,1,1,0,33.76,31.8
42,random,2,10.0,3.18,1,1,0,27.74,31.8
42,random,2,15.0,4.77,1,1,0,24.22,31.8
42,random,2,20.0,6.36,1,1,0,21.72,31.8
42,targeted,1,5.0,1.59,1,1,0,50.2,31.8
42,targeted,1,10.0,3.18,1,1,0,44.18,31.8
42,targeted,1,15.0,4.77,1,1,0,40.66,31.8
42,targeted,1,20.0,6.36,1,1,0,38.16,31.8
42,targeted,2,5.0,1.59,1,1,0,47.19,31.8
42,targeted,2,10.0,3.18,1,1,0,41.17,31.8
42,targeted,2,15.0,4.77,1,1,0,37.65,31.8
42,targeted,2,20.0,6.36,1,1,0,35.15,31.8
43,random,1,5.0,1.95,1,1,0,36.62,38.91
43,random,1,10.0,3.89,1,1,0,30.6,38.91
43,random,1,15.0,5.84,1,1,0,27.07,38.91
43,random,1,20.0,7.78,1,1,0,24.58,38.91
43,random,2,5.0,1.95,1,1,0,33.61,38.91
43,random,2,10.0,3.89,1,1,0,27.59,38.91
43,random,2,15.0,5.84,1,1,0,24.06,38.91
43,random,2,20.0,7.78,1,1,0,21.57,38.91
43,targeted,1,5.0,1.95,1,1,0,50.04,38.91
43,targeted,1,10.0,3.89,1,1,0,44.02,38.91
43,targeted,1,15.0,5.84,1,1,0,40.5,38.91
43,targeted,1,20.0,7.78,1,1,0,38.0,38.91
43,targeted,2,5.0,1.95,1,1,0,47.03,38.91
43,targeted,2,10.0,3.89,1,1,0,41.01,38.91
43,targeted,2,15.0,5.84,1,1,0,37.49,38.91
43,targeted,2,20.0,7.78,1,1,0,34.99,38.91
44,random,1,5.0,1.96,1,1,0,36.54,39.28
44,random,1,10.0,3.93,1,1,0,30.52,39.28
44,random,1,15.0,5.89,1,1,0,27.0,39.28
44,random,1,20.0,7.86,1,1,0,24.5,39.28
44,random,2,5.0,1.96,1,1,0,33.53,39.28
44,random,2,10.0,3.93,1,1,0,27.51,39.28
44,random,2,15.0,5.89,1,1,0,23.99,39.28
44,random,2,20.0,7.86,1,1,0,21.49,39.28
44,targeted,1,5.0,1.96,1,1,0,49.97,39.28
44,targeted,1,10.0,3.93,1,1,0,43.95,39.28
44,targeted,1,15.0,5.89,1,1,0,40.43,39.28
44,targeted,1,20.0,7.86,1,1,0,37.93,39.28
44,targeted,2,5.0,1.96,1,1,0,46.96,39.28
44,targeted,2,10.0,3.93,1,1,0,40.94,39.28
44,targeted,2,15.0,5.89,1,1,0,37.42,39.28
44,targeted,2,20.0,7.86,1,1,0,34.92,39.28
45,random,1,5.0,2.11,2,2,0,36.37,42.3
45,random,1,10.0,4.23,2,2,0,30.35,42.3
45,random,1,15.0,6.34,2,2,0,26.83,42.3
45,random,1,20.0,8.46,2,2,0,24.33,42.3
45,random,2,5.0,2.11,2,2,0,33.36,42.3
45,random,2,10.0,4.23,2,2,0,27.34,42.3
45,random,2,15.0,6.34,2,2,0,23.82,42.3
45,random,2,20.0,8.46,2,2,0,21.32,42.3
45,targeted,1,5.0,2.11,2,2,0,49.8,42.3
45,targeted,1,10.0,4.23,2,2,0,43.78,42.3
45,targeted,1,15.0,6.34,2,2,0,40.26,42.3
45,targeted,1,20.0,8.46,2,2,0,37.76,42.3
45,targeted,2,5.0,2.11,2,2,0,46.79,42.3
45,targeted,2,10.0,4.23,2,2,0,40.77,42.3
45,targeted,2,15.0,6.34,2,2,0,37.25,42.3
45,targeted,2,20.0,8.46,2,2,0,34.75,42.3
46,random,1,5.0,2.07,0,0,0,34.88,41.44
46,random,1,10.0,4.14,0,0,0,28.86,41.44
46,random,1,15.0,6.22,0,0,0,25.34,41.44
46,random,1,20.0,8.29,0,0,0,22.84,41.44
46,random,2,5.0,2.07,0,0,0,31.87,41.44
46,random,2,10.0,4.14,0,0,0,25.85,41.44
46,random,2,15.0,6.22,0,0,0,22.33,41.44
46,random,2,20.0,8.29,0,0,0,19.83,41.44
46,targeted,1,5.0,2.07,0,0,0,48.3,41.44
46,targeted,1,10.0,4.14,0,2,1,42.28,41.44
46,targeted,1,15.0,6.22,0,2,1,38.76,41.44
46,targeted,1,20.0,8.29,0,2,1,36.26,41.44
46,targeted,2,5.0,2.07,0,2,1,45.29,41.44
46,targeted,2,10.0,4.14,0,2,1,39.27,41.44
46,targeted,2,15.0,6.22,0,2,1,35.75,41.44
46,targeted,2,20.0,8.29,0,2,1,33.25,41.44
47,random,1,5.0,2.33,0,0,0,34.66,46.67
47,random,1,10.0,4.67,0,0,0,28.64,46.67
47,random,1,15.0,7.0,0,0,0,25.12,46.67
47,random,1,20.0,9.33,0,0,0,22.62,46.67
47,random,2,5.0,2.33,0,0,0,31.65,46.67
47,random,2,10.0,4.67,0,0,0,25.63,46.67
47,random,2,15.0,7.0,0,0,0,22.11,46.67
47,random,2,20.0,9.33,0,0,0,19.61,46.67
47,targeted,1,5.0,2.33,0,0,0,48.09,46.67
47,targeted,1,10.0,4.67,0,0,0,42.07,46.67
47,targeted,1,15.0,7.0,0,0,0,38.54,46.67
47,targeted,1,20.0,9.33,0,0,0,36.05,46.67
47,targeted,2,5.0,2.33,0,0,0,45.08,46.67
47,targeted,2,10.0,4.67,0,0,0,39.06,46.67
47,targeted,2,15.0,7.0,0,0,0,35.53,46.67
47,targeted,2,20.0,9.33,0,0,0,33.04,46.67
48,random,1,5.0,6.68,1,1,0,27.8,133.56
48,random,1,10.0,13.36,1,1,0,21.78,133.56
48,random,1,15.0,20.03,1,1,0,18.26,133.56
48,random,1,20.0,26.71,1,1,0,15.76,133.56
48,random,2,5.0,6.68,1,1,0,24.79,133.56
48,random,2,10.0,13.36,1,1,0,18.77,133.56
48,random,2,15.0,20.03,1,1,0,15.25,133.56
48,random,2,20.0,26.71,1,1,0,12.75,133.56
48,targeted,1,5.0,6.68,1,1,0,41.23,133.56
48,targeted,1,10.0,13.36,1,1,0,35.2,133.56
48,targeted,1,15.0,20.03,1,1,0,31.68,133.56
48,targeted,1,20.0,26.71,1,1,0,29.18,133.56
48,targeted,2,5.0,6.68,1,1,0,38.22,133.56
48,targeted,2,10.0,13.36,1,1,0,32.19,133.56
48,targeted,2,15.0,20.03,1,1,0,28.67,133.56
48,targeted,2,20.0,26.71,1,1,0,26.17,133.56
49,random,1,5.0,2.23,2,2,0,37.0,44.69
49,random,1,10.0,4.47,2,2,0,30.98,44.69
49,random,1,15.0,6.7,2,2,0,27.46,44.69
49,random,1,20.0,8.94,2,2,0,24.96,44.69
49,random,2,5.0,2.23,2,2,0,33.99,44.69
49,random,2,10.0,4.47,2,2,0,27.97,44.69
49,random,2,15.0,6.7,2,2,0,24.45,44.69
49,random,2,20.0,8.94,2,2,0,21.95,44.69
49,targeted,1,5.0,2.23,2,2,0,50.42,44.69
49,targeted,1,10.0,4.47,2,2,0,44.4,44.69
49,targeted,1,15.0,6.7,2,0,1,40.88,44.69
49,targeted,1,20.0,8.94,2,0,1,38.38,44.69
49,targeted,2,5.0,2.23,2,2,0,47.41,44.69
49,targeted,2,10.0,4.47,2,0,1,41.39,44.69
49,targeted,2,15.0,6.7,2,0,1,37.87,44.69
49,targeted,2,20.0,8.94,2,0,1,35.37,44.69
51,random,1,5.0,1.71,0,0,0,38.15,34.2
51,random,1,10.0,3.42,0,0,0,32.13,34.2
51,random,1,15.0,5.13,0,0,0,28.61,34.2
51,random,1,20.0,6.84,0,0,0,26.11,34.2
51,random,2,5.0,1.71,0,0,0,35.14,34.2
51,random,2,10.0,3.42,0,0,0,29.12,34.2
51,random,2,15.0,5.13,0,0,0,25.6,34.2
51,random,2,20.0,6.84,0,0,0,23.1,34.2
51,targeted,1,5.0,1.71,0,0,0,51.57,34.2
51,targeted,1,10.0,3.42,0,0,0,45.55,34.2
51,targeted,1,15.0,5.13,0,0,0,42.03,34.2
51,targeted,1,20.0,6.84,0,0,0,39.53,34.2
51,targeted,2,5.0,1.71,0,0,0,48.56,34.2
51,targeted,2,10.0,3.42,0,0,0,42.54,34.2
51,targeted,2,15.0,5.13,0,0,0,39.02,34.2
51,targeted,2,20.0,6.84,0,0,0,36.52,34.2
53,random,1,5.0,1.65,2,2,0,37.69,32.95
53,random,1,10.0,3.3,2,2,0,31.67,32.95
53,random,1,15.0,4.94,2,2,0,28.15,32.95
53,random,1,20.0,6.59,2,2,0,25.65,32.95
53,random,2,5.0,1.65,2,2,0,34.68,32.95
53,random,2,10.0,3.3,2,2,0,28.66,32.95
53,random,2,15.0,4.94,2,2,0,25.14,32.95
53,random,2,20.0,6.59,2,2,0,22.64,32.95
53,targeted,1,5.0,1.65,2,2,0,51.11,32.95
53,targeted,1,10.0,3.3,2,2,0,45.09,32.95
53,targeted,1,15.0,4.94,2,2,0,41.57,32.95
53,targeted,1,20.0,6.59,2,2,0,39.07,32.95
53,targeted,2,5.0,1.65,2,2,0,48.1,32.95
53,targeted,2,10.0,3.3,2,2,0,42.08,32.95
53,targeted,2,15.0,4.94,2,2,0,38.56,32.95
53,targeted,2,20.0,6.59,2,2,0,36.06,32.95
54,random,1,5.0,1.83,2,2,0,37.29,36.62
54,random,1,10.0,3.66,2,2,0,31.27,36.62
54,random,1,15.0,5.49,2,2,0,27.75,36.62
54,random,1,20.0,7.32,2,2,0,25.25,36.62
54,random,2,5.0,1.83,2,2,0,34.28,36.62
54,random,2,10.0,3.66,2,2,0,28.26,36.62
54,random,2,15.0,5.49,2,2,0,24.74,36.62
54,random,2,20.0,7.32,2,2,0,22.24,36.62
54,targeted,1,5.0,1.83,2,2,0,50.72,36.62
54,targeted,1,10.0,3.66,2,2,0,44.7,36.62
54,targeted,1,15.0,5.49,2,2,0,41.17,36.62
54,targeted,1,20.0,7.32,2,2,0,38.68,36.62
54,targeted,2,5.0,1.83,2,2,0,47.71,36.62
54,targeted,2,10.0,3.66,2,2,0,41.69,36.62
54,targeted,2,15.0,5.49,2,2,0,38.16,36.62
54,targeted,2,20.0,7.32,2,2,0,35.66,36.62
55,random,1,5.0,1.83,2,2,0,37.92,36.59
55,random,1,10.0,3.66,2,2,0,31.9,36.59
55,random,1,15.0,5.49,2,2,0,28.38,36.59
55,random,1,20.0,7.32,2,2,0,25.88,36.59
55,random,2,5.0,1.83,2,2,0,34.91,36.59
55,random,2,10.0,3.66,2,2,0,28.89,36.59
55,random,2,15.0,5.49,2,2,0,25.37,36.59
55,random,2,20.0,7.32,2,2,0,22.87,36.59
55,targeted,1,5.0,1.83,2,2,0,51.35,36.59
55,targeted,1,10.0,3.66,2,2,0,45.33,36.59
55,targeted,1,15.0,5.49,2,2,0,41.81,36.59
55,targeted,1,20.0,7.32,2,2,0,39.31,36.59
55,targeted,2,5.0,1.83,2,2,0,48.34,36.59
55,targeted,2,10.0,3.66,2,2,0,42.32,36.59
55,targeted,2,15.0,5.49,2,2,0,38.8,36.59
55,targeted,2,20.0,7.32,2,2,0,36.3,36.59
56,random,1,5.0,1.82,1,1,0,36.89,36.46
56,random,1,10.0,3.65,1,1,0,30.87,36.46
56,random,1,15.0,5.47,1,1,0,27.35,36.46
56,random,1,20.0,7.29,1,1,0,24.85,36.46
56,random,2,5.0,1.82,1,1,0,33.88,36.46
56,random,2,10.0,3.65,1,1,0,27.86,36.46
56,random,2,15.0,5.47,1,1,0,24.34,36.46
56,random,2,20.0,7.29,1,1,0,21.84,36.46
56,targeted,1,5.0,1.82,1,1,0,50.32,36.46
56,targeted,1,10.0,3.65,1,1,0,44.3,36.46
56,targeted,1,15.0,5.47,1,1,0,40.78,36.46
56,targeted,1,20.0,7.29,1,1,0,38.28,36.46
56,targeted,2,5.0,1.82,1,1,0,47.31,36.46
56,targeted,2,10.0,3.65,1,1,0,41.29,36.46
56,targeted,2,15.0,5.47,1,1,0,37.77,36.46
56,targeted,2,20.0,7.29,1,1,0,35.27,36.46
